
 96.000 -0.088 -0.170 -0.393 -0.242 -0.227 -0.134  0.039 -0.196 
 97.000 -0.040 -0.075 -0.438 -0.120  0.099 -0.166 -0.097  0.220 
 98.000 -0.005 -0.133 -0.286 -0.111 -0.007 -0.361 -0.071  0.197 
 99.000  0.362  0.019  0.135  0.061  0.059  0.134  0.197  0.140 
 100.000  0.524 -0.013  0.198  0.064  0.144 -0.307  0.335  0.230 
 101.000  0.498  0.185  0.293  0.185  0.319 -0.077  0.523  0.005 
 102.000  0.284  0.087  0.230  0.387  0.144  0.007  0.267  0.152 
 103.000  0.423  0.140  0.039  0.046  0.203 -0.068 -0.075  0.347 
 104.000  0.270  0.318  0.198  0.383  0.346 -0.094 -0.302  0.198 
 105.000  0.343  0.140  0.465  0.191  0.286 -0.107 -0.363  0.028 
 106.000  0.324  0.348  0.070  0.193  0.383 -0.109 -0.347  0.169 
 107.000  0.457  0.421  0.260  0.018  0.333 -0.011 -0.099  0.230 
 108.000  0.346  0.216  0.232  0.199  0.208  0.110 -0.166  0.492 
 109.000  0.278  0.389  0.222  0.268  0.013  0.175  0.080  0.364 
 110.000  0.140  0.014  0.137  0.389 -0.100 -0.206  0.161  0.058 
 111.000  0.331  0.212  0.252  0.382 -0.128 -0.295  0.061  0.322 
 112.000  0.231  0.142  0.136  0.162  0.010  0.091  0.059  0.304 
 113.000  0.253 -0.042  0.184 -0.060 -0.070 -0.012  0.005  0.248 
 114.000  0.236  0.035  0.162 -0.241 -0.076  0.214  0.309 -0.056 
 115.000 -0.047 -0.276  0.005 -0.399 -0.131  0.038  0.020 -0.536 
 116.000 -0.231 -0.281 -0.006 -0.289  0.025  0.267 -0.142 -0.262 
 117.000 -0.303 -0.151 -0.310 -0.228 -0.071  0.525  0.053 -0.232 
 118.000 -0.455 -0.296  0.056 -0.404 -0.098  0.122  0.051 -0.283 
 119.000 -0.462 -0.210 -0.263 -0.420 -0.233  0.142 -0.107 -0.363 
 120.000 -0.457 -0.064 -0.441 -0.398 -0.091 -0.035  0.064 -0.232 
 121.000 -0.570 -0.404 -0.155 -0.238 -0.243 -0.102 -0.021 -0.203 
 122.000 -0.442 -0.263 -0.259 -0.254 -0.301  0.025 -0.055 -0.176 
 123.000 -0.545 -0.203 -0.205 -0.275 -0.155 -0.267 -0.132 -0.110 
 124.000 -0.500 -0.306 -0.279 -0.040 -0.166  0.211 -0.006 -0.191 
 125.000 -0.443 -0.213 -0.456 -0.103 -0.230  0.156 -0.124 -0.103 
 126.000 -0.497 -0.526 -0.457  0.376 -0.170  0.126 -0.087 -0.253 
 127.000 -0.401 -0.081 -0.294 -0.016 -0.186  0.047 -0.081 -0.398 
 128.000 -0.419 -0.199 -0.394  0.222 -0.044  0.049 -0.031 -0.367 
